id,title,page,old_category,new_mainBranch,new_sectorKey,match_quality
2058,Deutscher Möbel-Vertrieb Becker & Co,206,business,trade,FURNITURE,exact
2059,Deutscher Schrotthandel GmbH,206,business,trade,METALS_AND_METAL_GOODS,exact
2060,Deutscher Submissionsanzeiger Georg Erb,206,business,industry,PUBLISHING_AND_PRINTING,exact
2062,Deutscher Werkfilm GmbH,207,business,trade,PHOTOGRAPHY_AND_FILM,exact
2063,Deutscher Wirtschaftsbedarf Gesellschaft zur Belieferung von Beamten und Angestellten mbH,207,business,trade,OTHER,exact
2064,Deutsches Kolonialhaus Bruno Antelmann Nachf.,207,business,trade,FOOD_AND_BEVERAGES,exact
2065,Deutsches National-Theater AG,207,business,services,RESTAURANTS,exact
2066,Deutsches Schuhwarenhaus Adolf Sommerfeld,207,business,trade,LEATHER_AND_SHOES,exact
2067,Deutsches Teppichhaus Emil Lefèvre GmbH,207,business,trade,FURNITURE,exact
2068,Deutsches Theater in Berlin GmbH,207,business,services,RESTAURANTS,exact
2069,"Deutsches Theater, Direktion Max Reinhardt",207,business,services,RESTAURANTS,exact
2073,Dlusniewski & Co,210,business,trade,TEXTILES_AND_CLOTHING,exact
2074,Dobrin & Loewenthal,210,business,trade,BANKS_AND_INSURANCE,exact
2075,Doering & Co AG,210,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2076,Dom-Kellerei zu Köln AG,210,business,trade,FOOD_AND_BEVERAGES,exact
2078,Domus Parva Grundstücks-AG zu Berlin,210,business,trade,REAL_ESTATE,exact
2079,Domus bona Grundstücks-AG,210,business,trade,REAL_ESTATE,exact
2080,Domus melior Grundstücks-Aktiengesellschaft zu Berlin,210,business,trade,REAL_ESTATE,exact
2081,Diana Pulik,208,business,,TEXTILES_AND_CLOTHING,exact
2082,Diana-Apotheke-Drogenhandlung Ernst J. Levy,208,business,trade,PHARMACIES,exact
2084,Dick & Goldschmidt,208,business,trade,TEXTILES_AND_CLOTHING,exact
2086,Die Bücher-Ecke Willy Cohn,208,business,trade,BOOKS_AND_ART,exact
2087,Die Heißmangel,208,business,,TEXTILES_AND_CLOTHING,exact
2088,Die Kohlenwirtschaft Verlagsgesellschaft mbH,208,business,industry,PUBLISHING_AND_PRINTING,exact
2089,"Dienemann, Hans",208,business,,,exact
2090,Dienes & Friedheim,208,business,trade,BANKS_AND_INSURANCE,exact
2091,"Dienes, Friedheim & Co",209,business,trade,BANKS_AND_INSURANCE,exact
2092,Dienstag & Co,209,business,trade,TEXTILES_AND_CLOTHING,exact
2095,Dipl.-Ing. Alfred Strauß,209,business,trade,ELECTRICAL_GOODS,exact
2098,"Dipl.-Ing. R. Schuftan, Zivil-Ingenieur",209,business,services,OTHER,exact
2099,Direktion des Theater am Nollendorfplatz GmbH,209,business,services,RESTAURANTS,exact
2101,Domus minima Grundstücks-AG,211,business,trade,REAL_ESTATE,exact
2102,Domus minor Grundstücks-AG zu Berlin,211,business,trade,REAL_ESTATE,exact
2103,Domus optima Grundstücks-AG zu Berlin,211,business,trade,REAL_ESTATE,exact
2104,Donig & Lambert,211,business,industry,FOOD_AND_BEVERAGES,exact
2105,Doppelecke Grundstücksgesellschaft mbH,211,business,trade,REAL_ESTATE,exact
2106,Doppellandhaus Dahlem GmbH,211,business,,,exact
2107,Dora Gelb Inh. Moritz Müller,211,business,trade,PAPER_AND_PAPER_GOODS,exact
2108,Dora Gerson,211,business,trade,TEXTILES_AND_CLOTHING,exact
2109,Dora Grünwurzel,211,business,trade,FOOD_AND_BEVERAGES,exact
2110,Dora Schwing,211,business,,,exact
2111,Dora Wachtel,212,business,,,exact
2112,Dorn-Verlag Grete Ullmann,212,business,industry,PUBLISHING_AND_PRINTING,exact
2113,Dorothea Holzhändler,212,business,,FOOD_AND_BEVERAGES,exact
2115,Dosack Leo,212,business,,,exact
2118,Dr. Adolf Abrahams Laboratorium,212,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2119,Dr. Albert Bernard Nachfolger Einhorn-Apotheke,212,business,trade,PHARMACIES,exact
2123,Dr. Apt & Co,213,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2124,"Dr. Aschner und Kempner, GmbH",213,business,services,BANKS_AND_INSURANCE,exact
2125,Dr. Auerbach's Apotheke Dr. Martin Auerbach,213,business,trade,PHARMACIES,exact
2126,Dr. Benedict & Co GmbH,213,business,trade,BOOKS_AND_ART,exact
2127,Dr. Bretschneider & Co,213,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2128,Dr. Cassirer & Co AG,213,business,industry,ELECTRICAL_GOODS,exact
2129,Dr. Dobrin & Co,213,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2132,Dr. Ernst Silten Fabrik chem. Pharmac. Praeparate,214,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2133,Dr. Fischer's Apotheke,214,business,,PHARMACIES,exact
2134,Dr. Fraenkel-Oliven,214,business,,PHARMACIES,exact
2136,Dr. Franz Josef Krall,214,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2138,Dr. Fritz Taussig,214,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2139,Dr. Georg Henning chemisch-pharmazeutisches Werk GmbH,214,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2140,Dr. Georg Herzberg Fabrikation pharmazeutischer Präparate,214,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2141,Dr. Gustav Wicke,215,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2142,Dr. H. Kellermann GmbH,215,business,industry,MACHINES_AND_VEHICLES,exact
2144,Dr. Hans Preiß,215,business,trade,BOOKS_AND_ART,exact
2145,Dr. Heinrich Lubowski & Co Handelsgesellschaft für chemische Produkte mbH,215,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2146,Dr. Herbert W. Nürnberg,215,business,trade,METALS_AND_METAL_GOODS,exact
2147,Dr. Herz,215,business,,,exact
2148,Dr. Holz GmbH,215,business,trade,BANKS_AND_INSURANCE,exact
2149,Dr. Ing. Neumann & Co,215,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2152,Dr. James J. Traube Spezialartikel für Kraftfahrzeuge,216,business,trade,MACHINES_AND_VEHICLES,exact
2153,Dr. Jewnin & Tebrich,216,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2154,Dr. Julius Spitzer & Co GmbH,216,business,,,exact
2155,"Dr. Julius Werther, Ingenieur",216,business,trade,FURNITURE,exact
2156,Dr. Kantorowicz GmbH,216,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2158,Dr. Ludwig Mottek,216,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2160,Dr. Lövinsohn & Co,216,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2161,Dr. Max Ascher & Co GmbH,217,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2162,"Dr. Max Goldschmidt, Bureau für Zeitungsausschnitte und Verlag der Wissenschaftlichen Revue",217,business,services,OTHER,exact
2163,Dr. Max Levy GmbH,217,business,trade,ELECTRICAL_GOODS,exact
2164,Dr. Max Salinger,217,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2165,Dr. Maß-Neumann,217,business,,,exact
2168,Dr. Otto Burchard & Co GmbH,217,business,trade,BOOKS_AND_ART,exact
2169,Dr. Pfeffermann & Co GmbH,217,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2170,Dr. Philipp Hirsch,217,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2171,Dr. Philipp Lederer,218,business,trade,JEWELRY_AND_PRECIOUS_METALS,exact
2172,Dr. R. E. Müller & Co,218,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2174,Dr. S. Meyer & Co GmbH,218,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2177,Dr. Siegfried Tikotin vorm. Brandenburgisches Assekuranz Kontor,218,business,trade,BANKS_AND_INSURANCE,exact
2178,"Dr. Speier u. von Karger, Chemische Fabrik",218,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2179,"Dr. Striem, Wilhelm Jacques",218,business,,ADVERTISING,exact
2180,"Dr. Toni Haber, Pension Westend",218,business,,RESTAURANTS,exact
2181,Dr. Vera Lachmann,219,business,,,exact
2182,Dr. Walter Freudenberg,219,business,trade,BOOKS_AND_ART,exact
2184,Dr. Westhoff & Co,219,business,industry,ELECTRICAL_GOODS,exact
2185,Dr. Wolff & Co Import & Export,219,business,trade,OTHER,exact
2186,Dr. jur. Ernst Meyer,219,business,trade,BANKS_AND_INSURANCE,exact
2189,Dr. med. Elfriede Ehrenreich,219,business,,,exact
2190,Dr. med. Singer & Co GmbH,219,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2192,Dreifuss & Co,220,business,trade,PAPER_AND_PAPER_GOODS,exact
2194,Drewes & Leyser,220,business,trade,TEXTILES_AND_CLOTHING,exact
2195,Dreßel & Ephraim,220,business,trade,TEXTILES_AND_CLOTHING,exact
2199,Drogerie Dr. Georg Peiser,220,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2200,Drogerie Gustav Behm,220,business,,,exact
2201,Drogerie HACO Inhaber Apotheker Hans Cohn,221,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2203,Drogerie Süßkind Apotheker Kurt Süßkind,221,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2204,Drogerie Weißes Kreuz Apotheker Hugo Cohn,221,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2205,"Drogerie-Mack, Versandhaus, I. Ranges (1938)",221,business,,CHEMICALS_AND_PHARMACEUTICALS,exact
2206,Droysenhaus Grundstücksgesellschaft mbH,221,business,services,REAL_ESTATE,exact
2207,Drucker & Nagler,221,business,trade,TEXTILES_AND_CLOTHING,exact
2208,Druckerei Biko Reklame Klischee-Verlag Hochhauser & Aufrecht,221,business,industry,PUBLISHING_AND_PRINTING,exact
2210,Druckschriften-Vertriebsstelle des Reichsverbandes des kreditgebenden Einzelhandels GmbH,221,business,trade,PUBLISHING_AND_PRINTING,exact
2211,Druckwerkstätte Eri GmbH,222,business,handicraft,PUBLISHING_AND_PRINTING,exact
2212,Duffag Chemisch-technisches Werk AG,222,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2213,Dupla GmbH zur Herstellung zahnärztlicher Prothesen und für gemeinschaftlichen Einkauf von Metallen für zahntechnischen Bedarf,222,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2215,"Dénes & Friedmann, AG",222,business,trade,MACHINES_AND_VEHICLES,exact
2216,Dübelwerke GmbH,222,business,industry,MACHINES_AND_VEHICLES,exact
2217,"Dünner, Philipp",222,business,,,exact
2218,E. & F. Liepmann,222,business,trade,TEXTILES_AND_CLOTHING,exact
2219,E. & H. Mannheim,222,business,industry,LEATHER_AND_SHOES,exact
2220,E. & L. Littmann,222,business,trade,TEXTILES_AND_CLOTHING,exact
2221,"E. & M. Gornitzky Parfümerien, Seifen, Haushaltungs- und Wirtschafts-Artikel",223,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2222,E. & M. Stern,223,business,trade,PAPER_AND_PAPER_GOODS,exact
2223,E. A. Krüger & Friedeberg,223,business,industry,ELECTRICAL_GOODS,exact
2226,E. Audorff Nachf.,223,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2227,"E. Bauer, Entfleckerei ""am Knie""""""",223,business,,CHEMICALS_AND_PHARMACEUTICALS,exact
2228,E. Bergmann vorm. Leo Oberwarth Nachf.,223,business,,CONSTRUCTION,exact
2229,"E. Bergmann, Stahl- und Maschinen-GmbH",223,business,industry,MACHINES_AND_VEHICLES,exact
2230,E. Besas & Co,223,business,trade,FOOD_AND_BEVERAGES,exact
2231,E. Bieber,224,business,handicraft,PHOTOGRAPHY_AND_FILM,exact
2232,E. Braun & Co,224,business,trade,TEXTILES_AND_CLOTHING,exact
2234,"E. Cohn, Haus für Web-und Manufakturwaren",224,business,,TEXTILES_AND_CLOTHING,exact
2235,E. Fabian,224,business,trade,CONSTRUCTION_MATERIALS_AND_FUEL,exact
2236,E. G. Kaufmann,224,business,trade,BANKS_AND_INSURANCE,exact
2237,E. Heynemann & Co,224,business,trade,BANKS_AND_INSURANCE,exact
2238,E. Hirschfeld & Klemke,224,business,trade,TEXTILES_AND_CLOTHING,exact
2239,E. Horst & Co,224,business,trade,PAPER_AND_PAPER_GOODS,exact
2240,E. J. Meyer,224,business,trade,BANKS_AND_INSURANCE,exact
2241,E. Kobold Nfg.,225,business,,TEXTILES_AND_CLOTHING,exact
2243,E. L. Friedmann & Co,225,business,trade,BANKS_AND_INSURANCE,exact
2244,E. Landau & Co,225,business,industry,TEXTILES_AND_CLOTHING,exact
2245,E. Liebermann Inhaber Bernhard Nathan,225,business,trade,JEWELRY_AND_PRECIOUS_METALS,exact
2246,E. Lochmaier & Co Bau- und Terraingesellschaft mbH,225,business,,CONSTRUCTION,exact
2247,E. Mathews & Co,225,business,industry,TEXTILES_AND_CLOTHING,exact
2248,E. Mieschonz,225,business,,FURNITURE,exact
2249,E. Minx,225,business,,TEXTILES_AND_CLOTHING,exact
2251,E. Richter & Co,226,business,industry,PUBLISHING_AND_PRINTING,exact
2252,E. Rothe,226,business,trade,TEXTILES_AND_CLOTHING,exact
2253,E. Skiba,226,business,,TEXTILES_AND_CLOTHING,exact
2254,E. Tusche & Co,226,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2255,E. Volkmar & Co,226,business,industry,TEXTILES_AND_CLOTHING,exact
2256,E. Wetzlar & Co,226,business,trade,OTHER,exact
2257,"E. Witte's Apotheke, Julius Hirschberg",226,business,trade,PHARMACIES,exact
2258,E. Wolff & Sohn,226,business,trade,FURNITURE,exact
2259,E. Wulff & Cie,226,business,trade,OTHER,exact
2260,E. de la Sauce & Kloß,226,business,industry,METALS_AND_METAL_GOODS,exact
2262,Ebro Erste Berliner Dampf-Roßhaarspinnerei AG,227,business,industry,TEXTILES_AND_CLOTHING,exact
2263,Echt & Bogner,227,business,trade,TEXTILES_AND_CLOTHING,exact
2264,Eckstein Arthur,227,business,,,exact
2265,Ed. Capelle,227,business,industry,TEXTILES_AND_CLOTHING,exact
2266,Ed. Freystadt & Westmann,227,business,trade,TEXTILES_AND_CLOTHING,exact
2267,Ed. Lachmann in Liq.,227,business,industry,METALS_AND_METAL_GOODS,exact
2269,"Edel & Dobrin, Spirituosen und Weinhandlung GmbH",227,business,trade,FOOD_AND_BEVERAGES,exact
2270,Edelhof GmbH,227,business,,,exact
2271,Edelstahl-GmbH,228,business,trade,METALS_AND_METAL_GOODS,exact
2272,Eden Verlag GmbH,228,business,industry,PUBLISHING_AND_PRINTING,exact
2273,Edgar Caro,228,business,,,exact
2275,Edgar Ritterband,228,business,,,exact
2276,"Edgar Sandmann, Fabrikation von Blusen und Kleidern",228,business,industry,TEXTILES_AND_CLOTHING,exact
2277,Edgar Sußmann,228,business,trade,FOOD_AND_BEVERAGES,exact
2279,Edith Grand,228,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
2281,Edition Karl Brüll,229,business,industry,PUBLISHING_AND_PRINTING,exact
2282,Edler & Co,229,business,trade,TEXTILES_AND_CLOTHING,exact
2283,Edmund Ascher & Co,229,business,trade,TEXTILES_AND_CLOTHING,exact
2284,Edmund Kahn,229,business,industry,TEXTILES_AND_CLOTHING,exact
2285,Edmund Leon,229,business,trade,TEXTILES_AND_CLOTHING,exact
2287,Edmund Reich,229,business,trade,FOOD_AND_BEVERAGES,exact
2288,Edmund Weinmann Vermögensverwaltung,229,business,trade,BANKS_AND_INSURANCE,exact
2290,Eduard Biek,229,business,trade,MACHINES_AND_VEHICLES,exact
2292,Eduard Cohn jr.,230,business,trade,TEXTILES_AND_CLOTHING,exact
2293,Eduard Gans,230,business,trade,BANKS_AND_INSURANCE,exact
2294,Eduard Glaesemann,230,business,industry,FOOD_AND_BEVERAGES,exact
2296,Eduard Goldacker Nachf. (Inh. Gusowski und van Groenenbergh) GmbH,230,business,trade,FOOD_AND_BEVERAGES,exact
2297,Eduard Growald,230,business,trade,TEXTILES_AND_CLOTHING,exact
2298,Eduard Hartwig,230,business,,PHARMACIES,exact
2301,Eduard Kugelmann,231,business,trade,BANKS_AND_INSURANCE,exact
2302,Eduard Lichtenstein,231,business,trade,TEXTILES_AND_CLOTHING,exact
2303,Eduard Manes,231,business,trade,TEXTILES_AND_CLOTHING,exact
2304,Eduard Moskowitz,231,business,,TRANSPORTATION,exact
2305,Eduard Naumann,231,business,industry,TEXTILES_AND_CLOTHING,exact
2307,Eduard Segall,231,business,trade,TEXTILES_AND_CLOTHING,exact
2308,Eduard Süßkind KG,231,business,industry,FOOD_AND_BEVERAGES,exact
2309,Eduard Wassermann,231,business,trade,FOOD_AND_BEVERAGES,exact
2310,Eduard Weißenstein,231,business,,TEXTILES_AND_CLOTHING,exact
2311,Edvard M. Ruben,232,business,trade,BOOKS_AND_ART,exact
2313,Edwin Rosenthal GmbH,232,business,industry,TEXTILES_AND_CLOTHING,exact
2314,Edwin Rothschild,232,business,,MACHINES_AND_VEHICLES,exact
2315,Efim Fuhrmann,232,business,trade,OTHER,exact
2316,Egers & Engel,232,business,trade,METALS_AND_METAL_GOODS,exact
2317,Egon Berlin,232,business,trade,FOOD_AND_BEVERAGES,exact
2319,Eheyco-Werkstatt Ernst Katzenstein,232,business,industry,FURNITURE,exact
2320,Ehrenberger,232,business,,,exact
2322,Eichel & Co,233,business,trade,TEXTILES_AND_CLOTHING,exact
2323,Eichenwald & Co,233,business,industry,TEXTILES_AND_CLOTHING,exact
2324,"Eichholz & Loeser, Zweigniederlassung Berlin",233,business,trade,FOOD_AND_BEVERAGES,exact
2325,Eigenhaus GmbH,233,business,,CONSTRUCTION,exact
2326,Eigenhausbauten für Stadt und Land GmbH,233,business,,CONSTRUCTION,exact
2328,Einfamilienhaus Mein Eigen AG,233,business,,REAL_ESTATE,exact
2329,Einfamilienhaus Rothenburg AG,233,business,,,exact
2331,"Einkaufszentrale J. Schocken Söhne, GmbH, Zweigniederlassung Berlin",234,business,trade,DEPARTMENT_STORES,exact
2332,Einsteins Corsetspezialhaus für starke Damen GmbH,234,business,trade,TEXTILES_AND_CLOTHING,exact
2334,Eischleb & Neuwahl,234,business,,MACHINES_AND_VEHICLES,exact
2335,Eisdiele Kohn,234,business,,,exact
2337,Eisen & Co,234,business,trade,FOOD_AND_BEVERAGES,exact
2338,Eisen- und Stückblech-Handelsgesellschaft mbH,234,business,trade,METALS_AND_METAL_GOODS,exact
2340,Eisenberg & Arndt,234,business,industry,TEXTILES_AND_CLOTHING,exact
2341,Eisenberg & Fraenkel,235,business,trade,FOOD_AND_BEVERAGES,exact
2345,Eisenschmidt's Buch- und Landkartenhandlung,235,business,trade,BOOKS_AND_ART,exact
2347,Eisladen der Senta Reibach-Ruß,235,business,,,exact_ambiguous_2
2348,Eisner & Ehrmann,235,business,trade,TEXTILES_AND_CLOTHING,exact
2349,Eisner & Kirchheim GmbH,235,business,trade,TEXTILES_AND_CLOTHING,exact
2350,Eisner & Meisl AG,235,business,trade,TEXTILES_AND_CLOTHING,exact
2351,Eiswerke & Kühlhallen am Alexanderplatz Nathan Lindenberger,236,business,industry,MACHINES_AND_VEHICLES,exact
2352,Eizenschmidt & Co,236,business,industry,TEXTILES_AND_CLOTHING,exact
2354,Elektro-Galvanisator Willy Kutzsch,236,business,industry,METALS_AND_METAL_GOODS,exact
2355,Elektro-Galvanisator-GmbH,236,business,industry,METALS_AND_METAL_GOODS,exact
2358,Elektro-Großhandlung Georg Heidemann,236,business,trade,ELECTRICAL_GOODS,exact
2361,Elektromotoren-Werke Hermann Gradenwitz,237,business,trade,ELECTRICAL_GOODS,exact
2362,"Eleonore, Grundstücksgesellschaft mbH",237,business,trade,REAL_ESTATE,exact
2363,Elfriede Loew,237,business,,,exact
2366,Elias Gehler,237,business,trade,FOOD_AND_BEVERAGES,exact
2367,Elias Glaser,237,business,,,exact
2368,Elias Leo Bermann,237,business,,METALS_AND_METAL_GOODS,exact
2369,Elias Mandelbrod,237,business,,TEXTILES_AND_CLOTHING,exact
2376,Elie Salzmann,238,business,trade,FOOD_AND_BEVERAGES,exact
2377,Elisabeth Alexandra Levy,238,business,,JEWELRY_AND_PRECIOUS_METALS,exact
2379,Elisabeth Goldschmidt Damenkonfektion,238,business,trade,TEXTILES_AND_CLOTHING,exact
2381,Elise Kietzmann Inhaber Ascher und Lietke,239,business,trade,TEXTILES_AND_CLOTHING,exact
2382,Elise Koh,239,business,trade,TEXTILES_AND_CLOTHING,exact
2383,Elise Zickel Nchf.,239,business,industry,TEXTILES_AND_CLOTHING,exact
2384,Elite Wäscheversand Tony Jacob Nachfolger Bernhard Speyer,239,business,trade,TEXTILES_AND_CLOTHING,exact
2385,"Elite-Wäscherei ""Heißrolle""""""",239,business,,TEXTILES_AND_CLOTHING,exact
2387,Ella Herrlich,239,business,,TEXTILES_AND_CLOTHING,exact
2388,"Ella Lehmann GmbH, vorm. Conrad & Rogozinski",239,business,,,exact
2389,Ella Miermeister,239,business,trade,TEXTILES_AND_CLOTHING,exact
2393,Ellen Richter-Film GmbH,240,business,industry,PHOTOGRAPHY_AND_FILM,exact
2394,Elli Cahn,240,business,,PHOTOGRAPHY_AND_FILM,exact
2395,Elli Fink,240,business,,,exact
2396,Elli Kohls,240,business,,,exact
2398,Elliot's Herrenausstattungen Berthold Elliot,240,business,trade,TEXTILES_AND_CLOTHING,exact
2399,Ellson & Co,240,business,trade,PAPER_AND_PAPER_GOODS,exact
2400,Elly Cols,240,business,,,exact
2401,Elsa Jeretzky,241,business,,TEXTILES_AND_CLOTHING,exact
2402,Elsa Liedke,241,business,,FOOD_AND_BEVERAGES,exact
2405,Elsbeth Zacharias,241,business,,,exact
2406,Else Behrend,241,business,,,exact
2410,Else Katzenellenbogen,241,business,trade,OTHER,exact
2411,Else Levy,242,business,trade,TEXTILES_AND_CLOTHING,exact
2412,Else Lubranczyk,242,business,,TEXTILES_AND_CLOTHING,exact
2415,Else Weinstock,242,business,industry,TEXTILES_AND_CLOTHING,exact
2418,Elysium Lichtspiele GmbH,242,business,services,RESTAURANTS,exact
2420,Emanuel & Co,242,business,trade,TEXTILES_AND_CLOTHING,exact
2421,Emanuel Cohn-Reisner,243,business,industry,TEXTILES_AND_CLOTHING,exact
2422,Emanuel Friedlaender & Comp.,243,business,trade,CONSTRUCTION_MATERIALS_AND_FUEL,exact
2423,Emanuel Goldberg,243,business,trade,HOUSEHOLD_GOODS,exact
2425,Emanuel Japhet,243,business,trade,PAPER_AND_PAPER_GOODS,exact
2426,Emanuel Kunst,243,business,trade,TEXTILES_AND_CLOTHING,exact
2427,Emanuel M. Meyer,243,business,trade,OTHER,exact
2428,Emanuel Mohnblatt,243,business,trade,TEXTILES_AND_CLOTHING,exact
2429,Emanuel Moor,243,business,trade,TEXTILES_AND_CLOTHING,exact
2431,Emanuel Reich,244,business,trade,PAPER_AND_PAPER_GOODS,exact
2432,Emanuel Wolf,244,business,trade,TEXTILES_AND_CLOTHING,exact
2433,Emanuel Zeller,244,business,trade,TEXTILES_AND_CLOTHING,exact
2434,Embeco Moderne Backfischkonfektion GmbH,244,business,industry,TEXTILES_AND_CLOTHING,exact
2436,"Emco, Herrenwäsche, Inhaber Martin Cohn",244,business,trade,TEXTILES_AND_CLOTHING,exact
2437,Emerich C. Kellermann,244,business,trade,TEXTILES_AND_CLOTHING,exact
2439,Emil Ascher,244,business,industry,TEXTILES_AND_CLOTHING,exact
2444,Emil Bremler,245,business,trade,TEXTILES_AND_CLOTHING,exact
2445,Emil Brock,245,business,trade,TEXTILES_AND_CLOTHING,exact
2446,Emil Camnitzer,245,business,trade,TEXTILES_AND_CLOTHING,exact
2447,Emil Cohen,245,business,trade,OTHER,exact
2448,Emil Dammann & Co,245,business,trade,BANKS_AND_INSURANCE,exact
2449,Emil Elkan,245,business,trade,TEXTILES_AND_CLOTHING,exact
2451,Emil Flater,246,business,trade,OTHER,exact
2454,Emil Gallewski,246,business,trade,LEATHER_AND_SHOES,exact
2455,Emil Gerstle & Co,246,business,industry,TEXTILES_AND_CLOTHING,exact
2456,Emil Gobitz,246,business,trade,FOOD_AND_BEVERAGES,exact
2457,Emil Grand,246,business,trade,TRANSPORTATION,exact
2458,Emil Grünberg,246,business,trade,FOOD_AND_BEVERAGES,exact
2462,Emil Israelski,247,business,trade,TEXTILES_AND_CLOTHING,exact
2463,Emil Jacob,247,business,trade,BANKS_AND_INSURANCE,exact
2464,Emil Jacobsohn,247,business,trade,PAPER_AND_PAPER_GOODS,exact
2465,Emil Jacoby AG gegr. 1872,247,business,trade,LEATHER_AND_SHOES,exact
2466,Emil Janklowitz,247,business,trade,TEXTILES_AND_CLOTHING,exact
2467,Emil Joseph Modewaaren,247,business,trade,TEXTILES_AND_CLOTHING,exact
2468,Emil Kauf,247,business,trade,TEXTILES_AND_CLOTHING,exact
2472,"Emil Köster, Deutsche Beamten-Einkaufs-AG, Zweigniederlassung Berlin",248,business,industry,TEXTILES_AND_CLOTHING,exact
2473,Emil Lange,248,business,trade,TEXTILES_AND_CLOTHING,exact
2474,Emil Lemke Kisten- und Holzwoll-GmbH,248,business,trade,CONSTRUCTION_MATERIALS_AND_FUEL,exact
2475,Emil Lipmann,248,business,trade,BANKS_AND_INSURANCE,exact
2476,Emil Loeser,248,business,industry,TEXTILES_AND_CLOTHING,exact
2478,Emil Loewenthal Metallhandlung,248,business,trade,METALS_AND_METAL_GOODS,exact
2479,Emil Löwenberg,248,business,trade,BANKS_AND_INSURANCE,exact
2480,Emil Mandel,248,business,trade,LEATHER_AND_SHOES,exact
2481,Emil Marx,249,business,trade,TEXTILES_AND_CLOTHING,exact
2482,Emil Mendel Vertretungen,249,business,trade,OTHER,exact
2483,Emil Münz & Comp.,249,business,trade,FOOD_AND_BEVERAGES,exact
2486,Emil Pick & Co,249,business,industry,TEXTILES_AND_CLOTHING,exact
2487,Emil Plessner & Sohn,249,business,trade,FOOD_AND_BEVERAGES,exact
2489,Emil Romann,249,business,trade,PAPER_AND_PAPER_GOODS,exact
2490,Emil Schein Blusen- und Kleider-Gesellschaft mbH,249,business,industry,TEXTILES_AND_CLOTHING,exact
2492,Emil Schönmann,250,business,trade,LEATHER_AND_SHOES,exact
2493,Emil Siedner,250,business,trade,TEXTILES_AND_CLOTHING,exact
2494,Emil Streisand,250,business,industry,PUBLISHING_AND_PRINTING,exact
2497,Emil W. Hinrichsen,250,business,trade,OTHER,exact
2498,Emil Weinwurm,250,business,trade,MACHINES_AND_VEHICLES,exact
2501,Emma Bernstein-Schönfeld,251,business,,,exact
2502,"Emma Bette, Bud & Lachmann & Co Damen- und Kindermoden GmbH",251,business,industry,TEXTILES_AND_CLOTHING,exact
2503,Emma Samter,251,business,trade,TEXTILES_AND_CLOTHING,exact
2504,Emmanuel Weiss (Emmanuel Weiß),251,business,,TEXTILES_AND_CLOTHING,exact
2506,Emmo Lewy,251,business,trade,BANKS_AND_INSURANCE,exact
2509,Empedon-Compagnie Paul Maschke,251,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
2510,En-Te Grundstücks-Erwerbsgesellschaft mbH,251,business,trade,REAL_ESTATE,exact
2513,Engelhardt-Brauerei AG,252,business,industry,FOOD_AND_BEVERAGES,exact
2515,Englische Textilwaren Dinermann & Co GmbH,252,business,trade,TEXTILES_AND_CLOTHING,exact
2516,Ensoplatten Importgesellschaft mbH,252,business,trade,CONSTRUCTION_MATERIALS_AND_FUEL,exact
2518,Enver Bey Zigarettenfabrik GmbH,252,business,industry,FOOD_AND_BEVERAGES,exact
