id,title,address,owner,business_type,registration_info,raw_text,source_url,batch_file,startDate,endDate
business_05474,"Kino GmbH, Tegel-Berlin","August-Müller-Str. 2, Berlin",,,,,,,1932-01-01,1934-12-31
business_05479,Kirschstein & Blumenfeld,"Friedeberger Str. 18, Berlin",,,,,,,1920-01-01,1939-12-31
business_05504,"Klapper, Wäschefabrik","Wäschefabrik Neue Schönhauser Str.  20, Berlin",,,,,,,1900-01-01,1945-12-31
business_05505,Klara Andermann,"Klara Andermann textiles and clothing Budapester Str.  30, Berlin",,,,,,,1900-01-01,1945-12-31
business_05508,Klasko Pelzmoden GmbH,"Rosenthaler Str. 40/41, Berlin",,,,,,,1927-01-01,1933-12-31
business_05487,Klein & Fessel,"enburger Str. 11, Berlin",,,,,,,1925-01-01,1939-12-31
business_05514,"Knoller, Jakob","Jakob books and art Flensburger Str. 5, Berlin",,,,,,,1900-01-01,1945-12-31
business_05515,"Knopp, Arnold","Arnold Berliner Str. 33, Berlin",,,,,,,1900-01-01,1945-12-31
business_05517,Kohlenhof GmbH,"Potsdamer Str. 128/129, Berlin",,,,,,,1918-01-01,1938-12-31
business_05519,"Kohn, Kurt","Kohn, Kurt Maschinen und Fahrzeuge, technische Artikel Bamberger Str. 46, Gth. IV.,,  Berlin",,,,,,,1900-01-01,1945-12-31
business_05522,Konfiserie 'Kino-Wittelsbach',"Nahrungs- und Genussmittel Berliner Str.  166, Berlin",,,,,,,1900-01-01,1945-12-31
business_05526,Konstantinowsky & Just,"Just metals and metal goods Helmstedter Str.  9, Berlin",,,,,,,1900-01-01,1945-12-31
business_05541,"Koppel, Edith","Edith restaurants Badensche Str. 6, Berlin",,,,,,,1900-01-01,1945-12-31
business_05542,"Koppel, Josef Erich","Koppel, Josef Erich Badensche Str. 6, Böhm,,  Berlin",,,,,,,1900-01-01,1945-12-31
business_05543,"Koppel, Max","Max Badensche Str. 6, Berlin",,,,,,,1900-01-01,1945-12-31
business_05546,Korsettsalon Ilen,"Korsettsalon Ilen textiles and clothing Kaiserkorso  3, Berlin",,,,,,,1900-01-01,1945-12-31
business_05551,Kosmos-Betriebe GmbH,"e Präsidenten Str. 3, Berlin",,,,,,,1938-01-01,1938-12-31
business_05552,Kota-Lederwaren,"Lederwaren leather and shoes Bayerischer Platz  5, Berlin",,,,,,,1900-01-01,1945-12-31
business_05556,"Kraft, Leo","Leo textiles and clothing Altonaer Str. 35, Berlin",,,,,,,1900-01-01,1945-12-31
business_05557,Krakau & Hesse,"( Trade ) Eingetragen im Handelsregister/ Gründung 1869 Erloschen 1939 Am Kupfergraben 4a,  Berlin",,,,,,,1869-01-01,1939-12-31
business_05558,"Kramer, Auguste, geb. Pannwitz","Pannwitz Nahrungs- und Genussmittel Elberfelder Str. 29, Berlin",,,,,,,1900-01-01,1945-12-31
business_05571,Kristall-Haus Leo Gluskinos,"Saarlandstr.  101, Berlin",,,,,,,1900-01-01,1945-12-31
business_05582,"Krämer, Clara","Krämer, Clara real estate Aschaffenburger Str. 20, III.,,  Berlin",,,,,,,1900-01-01,1945-12-31
business_05585,Kuchen-und Keksbäckerei Bergmann,"Kuchen-und Keksbäckerei Bergmann Nahrungs- und Genussmittel Breite Str.  15, Berlin",,,,,,,1900-01-01,1945-12-31
business_05590,Kunstgewerbehaus Kaiserdamm,"Kunstgewerbehaus Kaiserdamm Kaiserdamm  7, Berlin",,,,,,,1900-01-01,1945-12-31
business_05592,Kunstharz-Presserei Carl Germer,"Kepplerstr. 22, Berlin",,,,,,,1934-01-01,1934-12-31
business_05598,Kupfer-Import-GmbH,"Unter den Linden 17/18, Berlin",,,,,,,1920-01-01,1938-12-31
business_05600,Kurfürsten-Apotheke B. Liebenthal,"Woryschstr. 20, Berlin",,,,,,,1903-01-01,1936-12-31
business_05602,Kurfürsteneck,"Kurfürsteneck Kurfürstendamm  33, Berlin",,,,,,,1900-01-01,1945-12-31
business_05603,Kurhaus Cladow Karl Kutschera,"( Services ) Eingetragen im Handelsregister/ Gründung 1924 Erloschen 1937 Kirchweg ,  Berlin",,,,,,,1924-01-01,1937-12-31
business_05609,Kurt Asch,"Meinikestr. 2, Berlin",,,,,,,1907-01-01,1936-12-31
business_05633,Kurt Bieber,"Jerusalemer Str. 19/20, Berlin",,,,,,,1934-01-01,1939-12-31
business_05640,Kurt Gehr,"Kurt Gehr Landsberger Str.  90, Berlin",,,,,,,1900-01-01,1945-12-31
business_05614,Kurt Grischkat,"( Industry ) Eingetragen im Handelsregister/ Gründung 1936 Hindenburgdamm 137 (lt. 30),  Berlin",,,,,,,1936-01-01,1936-12-31
business_05617,Kurt Gumpert,"Kurt Gumpert electrical goods Retzbacher Weg  20, Berlin",,,,,,,1900-01-01,1945-12-31
business_05622,Kurt Helmrich & Co,"Marsiliusstr. 18, Berlin",,,,,,,1936-01-01,1939-12-31
business_05623,Kurt Herzog,"Kurt Herzog Nahrungs- und Genussmittel Eberswalder Str.  35, Berlin",,,,,,,1900-01-01,1945-12-31
business_05652,Kurt Lisser Reklame,"Hohenzollernkorso 67, Berlin",,,,,,,1935-01-01,1937-12-31
business_05653,Kurt Loewenstein,"Grünthaler Str., Berlin",,,,,,,1927-01-01,1939-12-31
business_05658,Kurt Neuwahl,"technische Artikel Bayreuther Str.  1, Berlin",,,,,,,1900-01-01,1945-12-31
business_05659,"Kurt Pinner, Vertreter der Firma Pototzky & Co","Co banks and insurance Düsseldorfer Str.  73, Berlin",,,,,,,1900-01-01,1945-12-31
business_05663,Kurt Schenkolewski,,,,,,,,1900-01-01,1945-12-31
business_05664,Kurt Seldis,"Düsseldorfer Str. 19/20, Berlin",,,,,,,1922-01-01,1938-12-31
business_05642,"Kurz, Siegbert","Siegbert Bochumer Str. 18, Berlin",,,,,,,1900-01-01,1945-12-31
business_05644,Kurzwaren-Großhandlung Walter Levy,"Bischofstr. 18, Berlin",,,,,,,1933-01-01,1939-12-31
business_05645,"Kuttner, Erich","Erich Bozener Str. 10, Berlin",,,,,,,1900-01-01,1945-12-31
business_05646,Käte Feilchenfeld,"Käte Feilchenfeld textiles and clothing Westfälische Str.  42, Berlin",,,,,,,1900-01-01,1945-12-31
business_05684,"Königlich Privilegierte Berlinische Zeitung von Staats- und gelehrten Sachen, Vossische Zeitung. Im Verlage Vossischer Erben GmbH","Berlinische Zeitung von Staats- und gelehrten Sachen, Vossische Zeitung. Im Verlage Vossischer Erben GmbH Königlich Privilegierte Berlinische Zeitung von Staats- und gelehrten Sachen",,,,,,,1909-01-01,1936-12-31
business_05689,Königshof Grundstückserwerbs- und Verwertungs-GmbH,"Unter den Linden 39, Berlin",,,,,,,1918-01-01,1945-12-31
business_05671,Küchen-Himmel Joseph Himmel,"Lothringer Str. 22, Berlin",,,,,,,1935-01-01,1935-12-31
business_05673,Kürschnerei Braumark,"enburger Str.  6, Berlin",,,,,,,1900-01-01,1945-12-31
business_05676,L. & J. Seligsohn,"Seesener Str. 65/73, Berlin",,,,,,,1901-01-01,1939-12-31
business_05679,L. Casper,"Rosenthaler Str. 40/41, Berlin",,,,,,,1901-01-01,1939-12-31
business_05714,L. Nagoschiner,"Alte Schönhauser Str. 14/15, Berlin",,,,,,,1902-01-01,1938-12-31
business_05717,L. Philipp & Co,"Königsallee 31, Berlin",,,,,,,1913-01-01,1938-12-31
business_05718,L. Reimann,"Dresdner Str. 81, Berlin",,,,,,,1901-01-01,1937-12-31
business_05734,L. Schlochauer & Co,"Alt Moabit 95/96, Berlin",,,,,,,1918-01-01,1940-12-31
business_05738,L. Sonntag ( weibl.),"publishing and printing Rosenheimer Str.  11, Berlin",,,,,,,1900-01-01,1945-12-31
business_05739,L. Thorner,"Waßmannstr. 12, Berlin",,,,,,,1902-01-01,1943-12-31
business_05721,L. W. Schneider & Co,"Prenzlauer Str. 35, Berlin",,,,,,,1900-01-01,1900-12-31
business_05725,"L. Zobel, Foto-Fix","Fix photography and film Bayerischer Platz  1, Berlin",,,,,,,1900-01-01,1945-12-31
business_05726,La Florida,"La Florida Kurfürstendamm  33, Berlin",,,,,,,1900-01-01,1945-12-31
business_05729,Labopharma Dr. Laboschin GmbH,"Bendlerstr. 11/14, Berlin",,,,,,,1927-01-01,1938-12-31
business_05730,Laboratorium Champion,"Grolmannstr.  53, Berlin",,,,,,,1900-01-01,1945-12-31
business_05741,Laboratorium Dr. Rossert GmbH,"Simeonstr. 22, Berlin",,,,,,,1926-01-01,1936-12-31
business_05771,Lagro & Richter,"Belle-Alliance-Str. 92, Berlin",,,,,,,1904-01-01,1938-12-31
business_05772,Lambert Horstmeier,"Lambert Horstmeier textiles and clothing Cuxhavener Str.  13, Berlin",,,,,,,1900-01-01,1945-12-31
business_05775,Landsberger & Co,"Wilmersdorfer Str. 96/97, Berlin",,,,,,,1938-01-01,1939-12-31
business_05780,Lange & Gilberg,"Zeebrüggestr. 34, Berlin",,,,,,,1905-01-01,1936-12-31
business_05751,Lange & Wüstenhagen,"Heiligegeiststr. 12, Berlin",,,,,,,1933-01-01,1940-12-31
business_05753,"Langweil, Richard","Richard Am Park 23, Berlin",,,,,,,1900-01-01,1945-12-31
business_05756,Laskau & Brandler,"Brandler textiles and clothing Passauer Str.  29, Berlin",,,,,,,1900-01-01,1945-12-31
business_05758,Lauenburger Fleischzentrale,"Lauenburger Fleischzentrale Nahrungs- und Genussmittel Lauenburger Str.  12, Berlin",,,,,,,1900-01-01,1945-12-31
business_05764,Lazarus Posen Wwe.,"Unter den Linden 56, Berlin",,,,,,,1901-01-01,1939-12-31
business_05767,Lebensmittel-Engros-Handlung,,,,,,,,1900-01-01,1945-12-31
business_05783,Lederfabrik Alfred Popper Abteilung Portefeuille- & Möbelleder,"Landsberger Str. 43/47, Berlin",,,,,,,1924-01-01,1938-12-31
business_05784,Ledigenheim der Jüdischen Gemeinde zu Berlin GmbH,"Bendlerstr. 18, Berlin",,,,,,,1930-01-01,1932-12-31
business_05786,Lehmann & Kronheim,"Bischofstr. 19/21, Berlin",,,,,,,1902-01-01,1940-12-31
business_05787,"Lehniner Drogerie, Kuschiel Taubin","Kuschiel Taubin chemicals and pharmaceuticals Küstriner Str.  5, Berlin",,,,,,,1900-01-01,1945-12-31
business_05790,Leib Kufert,"Gollnowstr.  13, Berlin",,,,,,,1900-01-01,1945-12-31
business_05798,Leihbibliothek Rose Maria Hoch,"Leihbibliothek Rose Maria Hoch books and art Kurfürstendamm  94, Berlin",,,,,,,1900-01-01,1945-12-31
business_05799,Leihbibliothek am Nikolsburgerplatz,"Leihbibliothek am Nikolsburgerplatz Nikolsburger Platz, Berlin",,,,,,,1900-01-01,1945-12-31
business_05800,Leihhaus David Rosenberg,"Grolmannstr. 1, Berlin",,,,,,,1911-01-01,1939-12-31
business_05803,Leiser Grundleger,"Kalkreutstr. 15, Berlin",,,,,,,1935-01-01,1939-12-31
business_05810,Lemel Weinmann,"Prenzlauer Str. 22, Berlin",,,,,,,1921-01-01,1939-12-31
business_05824,Leo Anger,"Unter den Linden 20, Berlin",,,,,,,1900-01-01,1938-12-31
business_05825,Leo Balnemones,"Elsässer Str. 17/18, Berlin",,,,,,,1924-01-01,1937-12-31
business_05832,Leo Bohm,"( Trade ) Eingetragen im Handelsregister/ Gründung 1920 Erloschen 1939 Potsdamer Str. 118c,  Berlin",,,,,,,1920-01-01,1939-12-31
business_05833,Leo Braun,"Gollnowstr.  46, Berlin",,,,,,,1900-01-01,1945-12-31
business_05835,Leo Bromberger,"Leo Bromberger chemicals and pharmaceuticals Kottbusser Damm  22, Berlin",,,,,,,1900-01-01,1945-12-31
business_05839,Leo Davidsohn,"Heiligegeiststr. 46, Berlin",,,,,,,1908-01-01,1939-12-31
business_05843,Leo Feist,"Leo Feist Weimarer Str. 15, Berlin",,,,,,,1900-01-01,1945-12-31
business_05844,Leo Geisenberg,"e Frankfurter Str. 83, Berlin",,,,,,,1937-01-01,1938-12-31
business_05851,Leo Grünberg Lebensmittel Großhandlung Import und Export,"e Hamburger Str. 30, Berlin",,,,,,,1930-01-01,1933-12-31
business_05852,"Leo Gumpert, Inhaber: Hugo Translateur",,,,,,,,1900-01-01,1945-12-31
business_05859,Leo Jacobus,"textiles and clothing Berliner Str.  58, Berlin",,,,,,,1970-01-01,1945-12-31
business_05873,Leo Kalb,"Winterfeldstr.  34, Berlin",,,,,,,1900-01-01,1945-12-31
business_05874,Leo Karpen,"Heiligegeiststr. 19, Berlin",,,,,,,1920-01-01,1940-12-31
business_05877,Leo Kirschen,"enburger Str. 6, Berlin",,,,,,,1935-01-01,1936-12-31
business_05862,Leo Manasse,"Leo Manasse textiles and clothing Neue Ansbacher Str.  3, Berlin",,,,,,,1900-01-01,1945-12-31
business_05868,Leo Moschkowitz,"Leo Moschkowitz leather and shoes Passauer Str.  35, Berlin",,,,,,,1900-01-01,1945-12-31
business_05869,Leo Nußbaum GmbH,"Yorkstr. 11, Berlin",,,,,,,1930-01-01,1933-12-31
business_05893,Leo Presser,"Leipziger Str. 101/102, Berlin",,,,,,,1933-01-01,1940-12-31
business_05894,Leo Pruschnowski,"Wallnertheaterstr.  39, Berlin",,,,,,,1900-01-01,1945-12-31
business_05896,Leo Reissner,"Hohenzollernkorso 68, Berlin",,,,,,,1919-01-01,1938-12-31
business_05897,Leo Rietzker,"Leo Rietzker textiles and clothing Pfalzburger Str.  17, Berlin",,,,,,,1900-01-01,1945-12-31
business_05914,Leo Schwarzmann,"Gollnowstr.  27, Berlin",,,,,,,1900-01-01,1945-12-31
business_05918,Leo Spagat,"Prenzlauer Str. 50, Berlin",,,,,,,1921-01-01,1939-12-31
business_05922,Leon Fenichl,"Hochmeisterstr. 16, Berlin",,,,,,,1910-01-01,1940-12-31
business_05925,Leon Kahané,"Zähriger Str. 17, Berlin",,,,,,,1921-01-01,1935-12-31
business_05952,Leon Véissid Orient-Teppich-Import,"Joachimsthaler Str. 33/34, Berlin",,,,,,,1935-01-01,1941-12-31
business_05953,Leonhard Bloch,"Brandenburgstr. 22, Berlin",,,,,,,1905-01-01,1939-12-31
business_05957,Leonhard Tietz AG,"Stralauer Str. 42/43, Berlin",,,,,,,1923-01-01,1936-12-31
business_05942,Leopold Domnauer GmbH,"Bischofstr. 22, Berlin",,,,,,,1921-01-01,1941-12-31
business_05944,Leopold Feigenbaum,"Spandauer Str. 40/42, Berlin",,,,,,,1913-01-01,1942-12-31
business_05947,Leopold Glaß (Glass),"household goods Berliner Str.  10, Berlin",,,,,,,1900-01-01,1945-12-31
business_05962,Leopold Honig,"Romintener Str. 26, Berlin",,,,,,,1903-01-01,1936-12-31
business_05991,Leopold Koos,"Leopold Koos textiles and clothing Fehrbelliner Str.  9, Berlin",,,,,,,1900-01-01,1945-12-31
business_05997,Leopold Loewinsohn,"Gollnowstr.  36, Berlin",,,,,,,1900-01-01,1945-12-31
business_05998,Leopold Löwenstein,"Grünthaler Str. 1, Berlin",,,,,,,1902-01-01,1941-12-31
business_05999,Leopold Markus,"Reichstr.  83, Berlin",,,,,,,1900-01-01,1945-12-31
business_06000,Leopold Matthes,,,,,,,,1900-01-01,1945-12-31
business_05977,Leopold Rausnitz,"Leopold Rausnitz textiles and clothing Kurfürstendamm  145, Berlin",,,,,,,1900-01-01,1945-12-31
business_05979,Leopold Rosenow,"Dresdner Str. 50/51, Berlin",,,,,,,1902-01-01,1936-12-31
business_06002,Leopold Zeisel,"Leopold Zeisel Möbel Rheinsberger Str.  12, Berlin",,,,,,,1900-01-01,1945-12-31
business_06004,Lesezirkel Daheim,"Lesezirkel Daheim Innsbrucker Str. 16, Berlin",,,,,,,1900-01-01,1945-12-31
business_06033,Lettner & Co,"Bischofstr. 17, Berlin",,,,,,,1909-01-01,1933-12-31
business_06035,Levator-Hebezeug-GmbH,"Brandenburgstr. 72/73, Berlin",,,,,,,1918-01-01,1937-12-31
business_06038,"Levi, Fleischer & Co KG","Unter den Linden 56, Berlin",,,,,,,1923-01-01,1934-12-31
business_06025,Levy & Wolfsohn,"Heiligegeiststr. 3/4, Berlin",,,,,,,1904-01-01,1939-12-31
business_06027,"Levy, Leo","Leo Berliner Str. 31, Berlin",,,,,,,1900-01-01,1945-12-31
business_06028,"Lewandowski, Lilli","Lilli Nahrungs- und Genussmittel Berliner Str. 33, Berlin",,,,,,,1900-01-01,1945-12-31
business_06029,Lewek Bachner,"Lewek Bachner textiles and clothing Zehdenicker Str.  2, Berlin",,,,,,,1900-01-01,1945-12-31
business_06030,Lewi Fungerhut,"Gollnowstr.  29, Berlin",,,,,,,1900-01-01,1945-12-31
business_06013,"Lewin, Gertrud","Lewin, Gertrud textiles and clothing Bamberger Str. 15, Gths. I., III.,,  Berlin",,,,,,,1900-01-01,1945-12-31
business_06014,"Lewin, Paul","Paul Freisinger Str. 6, Berlin",,,,,,,1900-01-01,1945-12-31
business_06017,Lewinnek-Modelle,"Modelle textiles and clothing Kurfürstendamm  146, Berlin",,,,,,,1900-01-01,1945-12-31
business_06047,Leyser & Alterthum,"Köpenicker Str. 36/38, Berlin",,,,,,,1912-01-01,1939-12-31
business_06049,"Leyser, Fritz","Fritz textiles and clothing Berliner Str. 114, Berlin",,,,,,,1900-01-01,1945-12-31
business_06054,"Lichtenstein, Hans","Gerhardstr. 9, Berlin",,,,,,,1900-01-01,1945-12-31
business_06059,Lidsky-Müller,"Lidsky-Müller Nahrungs- und Genussmittel Rüdesheimer Str.  4, Berlin",,,,,,,1900-01-01,1945-12-31
business_06060,"Liebenbaum, Eugenie","Eugenie Bozener Str. 9, Berlin",,,,,,,1900-01-01,1945-12-31
business_06061,Lieber & Co GmbH,"Wallnertheaterstr. 23, Berlin",,,,,,,1931-01-01,1940-12-31
business_06064,"Liebert, Alfred","Alfred textiles and clothing Elberfelder Str. 29, Berlin",,,,,,,1900-01-01,1945-12-31
business_06069,Likör und Weinhandlung Brauner Weg 100 Else Czwiklitzer,"Likör und Weinhandlung Brauner Weg 100, Berlin",,,,,,,1935-01-01,1939-12-31
business_06070,Likörfabrikation und Weinhandlung Feuerstein u. Czwiklitzer,"Straussberger Str. 25, Berlin",,,,,,,1937-01-01,1940-12-31
business_06071,Lilienthal & Samelson,"Franzeckistr. 6, Berlin",,,,,,,1927-01-01,1940-12-31
business_06072,"Lilli Aronheim, Vertreterin der Firma Sambach Edellikörfabrik GmbH","Grolmannstr.  41, Berlin",,,,,,,1900-01-01,1945-12-31
business_06073,Lilly Bielschowsky,"Lilly Bielschowsky photography and film Kurfürstendamm  186, Berlin",,,,,,,1900-01-01,1945-12-31
business_06074,Lilly Jacobius (Lilli Jacobius),"jewelry and precious metals Pfalzburger Str.  7, Berlin",,,,,,,1900-01-01,1945-12-31
business_06075,"Lilly Silberstein, in Firma Stickerei Lehmann","Bärwaldstr.  47, Berlin",,,,,,,1970-01-01,1945-12-31
business_06076,Lilly Stern,"Lilly Stern Eislebener Str.  1, Berlin",,,,,,,1900-01-01,1945-12-31
business_06077,Limba GmbH zur Herstellung alkoholfreier Getränke,"Alt Moabit 95/96, Berlin",,,,,,,1934-01-01,1937-12-31
business_06096,"Lipski, Ruth","Ruth Bochumer Str. 18, Berlin",,,,,,,1900-01-01,1945-12-31
business_06081,"Lissy Meyersohn, Familienheim Lietzensee",,,,,,,,1900-01-01,1945-12-31
business_06085,"Litten, Benno","Benno Eisenacher Str. 47, Berlin",,,,,,,1900-01-01,1945-12-31
business_06121,Loeb & Sutheim,"Jerusalemer Str. 63/64, Berlin",,,,,,,1916-01-01,1939-12-31
business_06123,Loeser & Bielschowsky,"Friedrichsgracht 58, Berlin",,,,,,,1933-01-01,1939-12-31
business_06124,Loeser & Bielschowsky AG,"Friedrichsgracht 58, Berlin",,,,,,,1923-01-01,1934-12-31
business_06125,Loeser & Bielschowsky in Liquidation,"Wilhelmshöhe 10, Berlin",,,,,,,1926-01-01,1933-12-31
business_06129,"Loewensohn, Carl","Carl books and art Eisvogelweg 5, Berlin",,,,,,,1900-01-01,1945-12-31
business_06112,"Loewenthal, Anny","Anny photography and film Ehrwalder Str. 1, Berlin",,,,,,,1900-01-01,1945-12-31
business_06114,Lombard- und Leihhaus Winterfeldt Moritz Warschauer,"Winterfeldstr. 2/3, Berlin",,,,,,,1911-01-01,1933-12-31
business_06117,Lonny Wohlmann,"Lonny Wohlmann textiles and clothing Kaiserallee  209, Berlin",,,,,,,1900-01-01,1945-12-31
business_06120,Lore Löwenstein,"Lore Löwenstein textiles and clothing Kurfürstendamm  235, Berlin",,,,,,,1900-01-01,1945-12-31
business_06102,Lortzing-Apotheke und Droguerie am Händelplatz Erhardt Otto,"Geliciusstr. 2, Berlin",,,,,,,1930-01-01,1937-12-31
business_06107,Lotte Kahn-Faffer,"Faffer Kaiserallee  22, Berlin",,,,,,,1900-01-01,1945-12-31
business_06110,Louis Baszynski,"Blumeshof 13, Berlin",,,,,,,1920-01-01,1938-12-31
business_06136,Louis Brünneck,"Louis Brünneck textiles and clothing Schönholzer Str.  11, Berlin",,,,,,,1900-01-01,1945-12-31
business_06158,Louis Hamburger & Co,"Unter den Linden 54/55, Berlin",,,,,,,1915-01-01,1938-12-31
business_06147,Louis L. Rabow,"An der Schleuse 12, Berlin",,,,,,,1915-01-01,1938-12-31
business_06149,"Louis Lewinsohn, Bücherbude-Britz","Britz advertising Rudower Allee  64, Berlin",,,,,,,1900-01-01,1945-12-31
business_06172,Louis Loeffler,"Joachimsthaler Str. 39/40, Berlin",,,,,,,1937-01-01,1939-12-31
business_06173,Louis Loewenthal,"Leipziger Str. 71/72, Berlin",,,,,,,1903-01-01,1937-12-31
business_06174,Louis Mandelbaum,"Louis Mandelbaum leather and shoes Aschaffenburger Str.  22, Berlin",,,,,,,1900-01-01,1945-12-31
business_06179,Louis Oppenheimer,"Leipziger Str. 101/102, Berlin",,,,,,,1909-01-01,1938-12-31
business_06183,Louis Rosenberg,"( Trade ) Eingetragen im Handelsregister/ Gründung 1911 Erloschen 1942 Zentralviehhof ,  Berlin",,,,,,,1911-01-01,1942-12-31
business_06191,Lucie Hartstein,"Steglitzer Str. 47, Berlin",,,,,,,1919-01-01,1940-12-31
business_06193,Ludwig & Robert Reichmann KG,"technische Artikel Südwestkorso  13, Berlin",,,,,,,1900-01-01,1945-12-31
business_06201,Ludwig Bowman,"Nürnberger Platz 6, Berlin",,,,,,,1903-01-01,1936-12-31
business_06207,Ludwig Döblin,"Möllendorfstr. 19, Berlin",,,,,,,1907-01-01,1937-12-31
business_06210,Ludwig Flach,"Winterfeldstr. 14, Berlin",,,,,,,1908-01-01,1935-12-31
business_06223,Ludwig Klinger Bank-Kommissionsgeschäft,"Unter den Linden 39, Berlin",,,,,,,1918-01-01,1935-12-31
business_06228,Ludwig Levy,"Brückenallee 10, Berlin",,,,,,,1917-01-01,1944-12-31
business_06229,Ludwig Levy GmbH,"Brückenallee 10, Berlin",,,,,,,1921-01-01,1935-12-31
business_06256,Ludwig Misch,"Sandwerder 30, Berlin",,,,,,,1920-01-01,1938-12-31
business_06234,Ludwig R. Simon,"Mohenstr. 52/53, Berlin",,,,,,,1907-01-01,1938-12-31
business_06250,Ludwig Sommerfeld,"Ludwig Sommerfeld construction Kieferngrund  6, Berlin",,,,,,,1900-01-01,1945-12-31
business_06288,Ludwig Weiß Lederartikel,"Grolmannstr. 32/33, Berlin",,,,,,,1919-01-01,1939-12-31
business_06261,Ludwig Wiener,"Oranienburger Str. 60/63, Berlin",,,,,,,1929-01-01,1942-12-31
business_06263,"Lueck, Georg","Georg books and art Blumes Hof 15, Berlin",,,,,,,1900-01-01,1945-12-31
business_06266,Luisen Drogerie F. W. Sehrndt Nachf. Inh. Ludwig Begach,"Dresdner Str. 115, Berlin",,,,,,,1902-01-01,1938-12-31
business_06293,Lydia Hahlo,"Lydia Hahlo textiles and clothing Schlangenbader Str.  81, Berlin",,,,,,,1900-01-01,1945-12-31
business_06298,"Lövin, Erna geb. Koslowski","Koslowski Eisenacher Str. 30, Berlin",,,,,,,1900-01-01,1945-12-31
business_06299,Löwen-Apotheke Georg Heering,"( Trade ) Eingetragen im Handelsregister/ Gründung 1931 Besitzübernahme 1936 Keine Angabe ,  Berlin",,,,,,,1931-01-01,1936-12-31
business_06320,M. & E. Staub,"Kurfüstendamm 188, Berlin",,,,,,,1926-01-01,1935-12-31
business_06329,M. Fiedier,"Fiedier textiles and clothing Münchener Str., Berlin",,,,,,,1900-01-01,1945-12-31
business_06337,M. Gonzer,"Gonzer books and art Oranienburger Str.  26, Berlin",,,,,,,1900-01-01,1945-12-31
business_06357,"M. Hartlieb, Sachverständiger","Sachverständiger construction Fichte Str. 17, Berlin",,,,,,,1900-01-01,1945-12-31
business_06344,M. J. Teich,"Wallnertheaterstr. 19, Berlin",,,,,,,1902-01-01,1937-12-31
business_06347,M. Kahnemann jr.,"Stralauer Str. 3/6, Berlin",,,,,,,1903-01-01,1938-12-31
business_06365,M. Kurz & Söhne Wäscheversand,"Lothringer Str. 34/35, Berlin",,,,,,,1927-01-01,1939-12-31
business_06384,M. Lichtenstein Nchf. D. Cohn,"( Trade ) Eingetragen im Handelsregister/ Gründung 1931 Erloschen 1938 Grünstr. ,  Berlin",,,,,,,1931-01-01,1938-12-31
business_06371,M. Loewy Wäscheverleih-Gesellschaft,"Bethanienufer 6, Berlin",,,,,,,1920-01-01,1934-12-31
business_06372,M. Lövinsohn,"Grolmannstr. 28, Berlin",,,,,,,1902-01-01,1934-12-31
business_06375,M. Meyerhof,"Luisenufer 48/49, Berlin",,,,,,,1900-01-01,1939-12-31
business_06378,M. Murawin (Michael Murawin),"leather and shoes Gabriel-Max-Str.  18, Berlin",,,,,,,1900-01-01,1945-12-31
business_06379,M. N. Nasch GmbH,"Passage 37/41, Berlin",,,,,,,1903-01-01,1945-12-31
business_06391,M. Sondheimer,"Unter den Linden 38, Berlin",,,,,,,1935-01-01,1942-12-31
business_06394,M. Sperling Getreide-AG,"Unter den Linden 36, Berlin",,,,,,,1940-01-01,1940-12-31
business_06399,M. Waldberg,"Waldberg textiles and clothing Bamberger Str.  35, Berlin",,,,,,,1900-01-01,1945-12-31
business_06445,M. Zachart,"Lothringer Str. 15, Berlin",,,,,,,1904-01-01,1939-12-31
business_06446,M. Zellermayer GmbH,"Zentralmarkthalle Stand 156, Berlin",,,,,,,1928-01-01,1938-12-31
business_06447,M. Zmigrod,"Zmigrod textiles and clothing Königsberger Str.  35, Berlin",,,,,,,1900-01-01,1945-12-31
business_06433,Maertin,"Maertin textiles and clothing Konstanzer Str.  4, Berlin",,,,,,,1900-01-01,1945-12-31
business_06438,Magnus Nachum,"Norkusstr. 7, Berlin",,,,,,,1934-01-01,1940-12-31
business_06439,"Magnus, Benjamin David","Benjamin David advertising Altonaer Str. 16, Berlin",,,,,,,1900-01-01,1945-12-31
business_06440,Maier Margulies,"Mirbachstr. 38, Berlin",,,,,,,1916-01-01,1938-12-31
business_06421,Maiyor Frye,"Gollnowstr.  9, Berlin",,,,,,,1900-01-01,1945-12-31
business_06429,Malzfabrik Spandau GmbH,"Schönwalder Str. 55/56, Berlin",,,,,,,1926-01-01,1941-12-31
business_06461,"Mamlok, Messow & Hirschfeldt","Auguste-Viktoria-Weg, Berlin",,,,,,,1919-01-01,1933-12-31
business_06464,Manasse Hanfling gen. Burta,"Gollnowstr. 44, Berlin",,,,,,,1916-01-01,1941-12-31
business_06465,"Mandl, Leopold","Leopold Berchtesgadener Str. 14, Berlin",,,,,,,1900-01-01,1945-12-31
business_06468,Manfred Leopold,"Manfred Leopold Alt Moabit  51, Berlin",,,,,,,1900-01-01,1945-12-31
business_06452,"Mannheimer, Albert","Mannheimer, Albert Augsburger Str. 53, Biswanger,,  Berlin",,,,,,,1900-01-01,1945-12-31
business_06455,Marcel Steinbach,"Luisenufer 32, Berlin",,,,,,,1920-01-01,1941-12-31
